Loan ID,Customer ID,Loan Status,Current Loan Amount,Term,Credit Score,Years in current job,Home Ownership,Annual Income,Purpose,Monthly Debt,Years of Credit History,Months since last delinquent,Number of Open Accounts,Number of Credit Problems,Current Credit Balance,Maximum Open Credit,Bankruptcies,Tax Liens
034499c2-f8af-48e8-9a07-0b78fcad7168,d764e531-5235-424f-b071-20a0e667a49d,Charged Off,2446,Short Term,7500,5 years,Rent,21918,other,34.16,31.3,NA,7,0,648,20889,0,0
03eee46a-fb99-4c29-bc45-ced47336399a,e26de458-cec8-4416-b8e0-b00ef275c17c,Charged Off,5505,Short Term,7190,7 years,Rent,19458,Debt Consolidation,293.49,9.5,NA,24,0,10471,12895,0,0
929f7b00-8cf1-4aa8-9395-26571f9a61d1,0a713dc8-e692-469c-91ee-6d52ca22124a,Charged Off,22481,Long Term,6710,10+ years,Own Home,56387,Debt Consolidation,1043.16,27.7,7,9,0,32865,47631,0,0
e020ea79-fa7b-4d55-8967-d422922503d8,44427776-389b-4d64-bc28-3ff0966c14e2,Charged Off,13435,Short Term,7290,4 years,Home Mortgage,55172,Debt Consolidation,859.76,18.5,34,14,1,16943,24414,1,0
e7efd4cc-10af-4e01-8805-94523b7305d8,fc815801-9273-49f8-ae5a-3f7415efade7,Charged Off,21992,Long Term,6450,< 1 year,Home Mortgage,61281,other,939.64,15.7,34,17,0,26799,44965,0,0
a4462a8d-6a1d-47e7-bdcc-ab42b76dbc14,eaf40014-ec26-494e-9c18-3d00b12e7e07,Charged Off,20446,Long Term,7450,4 years,Home Mortgage,57249,Debt Consolidation,663.14,22.7,NA,11,0,20583,50572,0,0
fc7e7546-18d3-4409-b65d-7de056ed9ae2,bde86238-9466-4e16-9395-8462050e25a4,Charged Off,18757,Long Term,6730,2 years,Rent,52723,Debt Consolidation,1072.03,13.3,44,8,0,5925,13876,0,0
528486ab-be94-4aa5-94b6-e9cf65772f94,53cc9b56-a3e4-4e70-a7d0-f32e5241b520,Charged Off,23942,Short Term,7410,10+ years,Rent,74820,Debt Consolidation,679.62,20.7,37,6,0,12894,18059,0,0
23a9b6cd-0f08-40fe-9281-3392eafb373f,e732f755-e6be-41ad-a7f4-fe56566c3aa9,Charged Off,7314,Short Term,7420,2 years,Home Mortgage,42668,Debt Consolidation,263.12,9.7,NA,6,0,4496,8030,0,0
0ec16f6e-eacc-4fef-8990-c74bc375f0fc,35152368-dbfd-474d-87e3-8cbe453b2c15,Charged Off,10849,Long Term,6780,10+ years,Rent,60661,Debt Consolidation,813.87,16.9,10,6,0,7331,10926,0,0
05782ef8-9736-4136-a126-974e0fdc476d,48d1d849-934d-40da-9434-0774c0ea74de,Charged Off,19634,Long Term,7170,10+ years,Home Mortgage,43902,Debt Consolidation,632.92,12,NA,9,0,13693,23608,0,0
210032c9-c638-4bab-a0f7-8067489ddb0a,82d2586d-dee6-4666-8109-b8bccac717b7,Charged Off,5855,Short Term,7160,2 years,Rent,58548,Debt Consolidation,1141.69,12.7,NA,11,2,5114,14206,2,0
8310db02-343e-4ad6-b9f2-bfc1fffb2ce7,637376f9-f248-47fe-96fc-2343bbdb182a,Charged Off,7687,Short Term,7460,9 years,Rent,18205,Take a Trip,207.39,15.1,NA,5,0,4284,23935,0,0
17920392-1938-425f-b0a3-08fc2b420b5b,c6477828-a087-426c-82b4-b5b85636676d,Charged Off,4840,Long Term,6060,< 1 year,Rent,105882,Buy a Car,662.65,14.9,43,4,0,989,1008,0,0
613d53ef-18f2-4de6-b48e-5ab2c1bd0942,6ff09519-bf4c-4fcd-a9dd-e483739c1df5,Charged Off,4531,Short Term,7220,10+ years,Rent,85587,Debt Consolidation,1362.26,14.2,NA,7,1,1847,6943,1,0
b75a9cf1-645b-4da9-bbc5-6a69db1e20de,51b03737-bd6d-4a2a-b4f6-b8b63c082208,Charged Off,15360,Short Term,7480,9 years,Home Mortgage,77824,Debt Consolidation,862.55,14.4,NA,10,0,8767,27833,0,0
abe875e5-d8ef-42ae-9f52-8d0bda19f40e,40061953-706e-4329-919c-faa927a9adbe,Charged Off,4095,Short Term,7110,< 1 year,Rent,87023,Buy a Car,1457.64,18.5,NA,16,0,13984,21816,0,0
ac4f9954-ce65-4fb3-b470-f7919d9de762,0f2be56a-d23e-42da-8a46-77df142abf14,Charged Off,15610,Short Term,6920,10+ years,Rent,48780,Debt Consolidation,686.99,18.1,52,8,1,11613,23993,1,0
2a520de0-8661-4bf8-b152-65dcd9c55bc4,0ff9ca2a-1830-4efd-baff-28af3f40aa83,Charged Off,23385,Long Term,6850,4 years,Rent,47064,Buy House,776.56,11.4,NA,10,0,10442,17260,0,0
41bdbf5f-2c67-4a35-803f-1cf63e3a35a8,8525710a-decf-4592-95bc-f63fe7b4dcc8,Charged Off,10868,Long Term,7040,< 1 year,Rent,56810,Debt Consolidation,471.52,15.2,NA,11,1,376,8184,1,0
1ed4e088-9bc9-4810-8f25-961f4ae8bd32,453998dc-6dcd-47d3-8d7d-4f2bf50f230b,Charged Off,5046,Short Term,7050,10+ years,Rent,30276,other,211.93,19.3,NA,2,0,9574,10089,0,0
aa553cf2-f07c-4166-9aa4-dbb62f10613b,5864ed79-06d1-4bb6-87a3-1452fa198fd0,Charged Off,9973,Short Term,7350,7 years,Own Home,31116,Debt Consolidation,484.89,20.4,NA,8,0,10437,23193,0,0
08384828-a3af-44d3-ab49-6a67d870c500,835bfa0c-d76f-439d-ba7b-dbaeb9a265ee,Charged Off,31946,Long Term,6890,2 years,Rent,94199,Debt Consolidation,1054.24,15.1,75,10,0,19844,29886,0,0
bfcdc348-2639-4b7e-9dba-d9a2d93f31af,f7b0f614-4f79-43ba-acbd-17f52371f19b,Charged Off,6023,Short Term,7280,5 years,Rent,52203,Buy House,813.49,16,6,11,0,4196,8326,0,0
2752264d-984c-4c53-98c0-c7b01624db68,e569bbf0-ad91-4ffa-b9fe-998fdae20ab0,Charged Off,25075,Short Term,7060,1 year,Home Mortgage,100300,other,1399.19,28,15,16,0,12436,51390,0,0
a1fa7da1-8bbe-4b88-b769-65774dd4c4f0,a1808c78-c5e1-42f5-9865-7ae0585bb3c6,Charged Off,9477,Short Term,7270,3 years,Rent,27642,Debt Consolidation,562.04,6.5,NA,13,0,8391,26639,0,0
af82e096-efbd-436b-a827-2a74abdb6e05,85890cf6-37ef-447b-9cb9-f0c38d4bb164,Charged Off,4978,Short Term,6490,1 year,Rent,27874,other,473.86,26.2,NA,14,0,3441,5278,0,0
08e34930-74c2-4554-b8e6-4319f5f06f4f,ecfae255-4b3e-4200-8d94-c7828bd839ff,Charged Off,9309,Short Term,7420,5 years,Rent,48995,Debt Consolidation,963.57,22.2,NA,12,0,6539,17625,0,0
0867a0f8-4ffe-45d2-8eb1-c7a83c173ea6,0db06b58-2ed7-4948-8cc8-a46c7604401f,Charged Off,17138,Long Term,6830,7 years,Home Mortgage,64578,Debt Consolidation,785.69,15.3,16,11,0,12633,17894,0,0
14c6c62a-4b9f-47ed-aa0a-192ed2d52903,8d1fdf6a-d715-466a-9862-db06caab1c3c,Charged Off,10507,Long Term,6130,10+ years,Rent,34209,other,567.3,19.4,NA,10,0,7141,15066,0,0
e0fb7e9b-fc92-4ee4-bd98-1bf78396756b,8c2eafaa-9ec9-4e05-ae45-c35cfd26b873,Charged Off,13309,Long Term,7420,9 years,Home Mortgage,48034,Debt Consolidation,692.48,20.1,NA,10,0,458,20833,0,0
3a0805ba-5455-4280-bb6f-a6d0c2627330,de8fce02-0ea3-4811-9db1-7f03e582e47e,Charged Off,35259,Long Term,6810,8 years,Home Mortgage,131456,Debt Consolidation,2686.08,28.5,NA,11,0,65051,78093,0,0
1dd6c9c6-475b-4983-94b1-b6bcd0172604,ba09446d-ca3a-4b1d-9fa6-8bfeaf9883bf,Charged Off,2968,Short Term,7370,10+ years,Home Mortgage,31658,Debt Consolidation,551.37,12,80,6,0,4129,8997,0,0
844405dd-b8b8-41e0-82e2-302e9d05c1aa,158b154f-bc55-49fb-a9de-060285ea713b,Charged Off,19452,Long Term,7190,10+ years,Rent,81904,Debt Consolidation,1911.1,27.7,NA,11,0,18599,20217,0,0
16dce4a0-ed2f-44b7-a173-66edd7860fd9,31591f71-4b92-4630-8c23-dfad28604109,Charged Off,3221,Long Term,7350,3 years,Home Mortgage,47578,Buy a Car,523.35,12.3,NA,8,1,2647,6838,0,0
92802c3b-462e-4242-b383-5fff1303609b,8330cd48-859c-4cb4-8e06-d66d74a33397,Charged Off,35133,Long Term,6530,1 year,Rent,131163,Debt Consolidation,1036.18,24.9,NA,12,0,18475,44733,0,0
f09914aa-eb36-4604-a597-3a346feb0e31,df8335cd-f849-4ec0-93fa-687dfa2a2349,Charged Off,28126,Long Term,7160,< 1 year,Home Mortgage,105473,Debt Consolidation,1977.61,19.8,NA,17,0,21277,24206,0,0
4e36fb5f-7b8f-421a-8d0e-418a1d73dd2b,f37fee4b-53b7-48dc-8b64-5267eee2f315,Charged Off,27916,Short Term,7380,5 years,Rent,79760,Debt Consolidation,1030.23,16.7,NA,24,0,43592,85811,0,0
4b2d82c9-8a4b-4f2f-bb49-8cfa2221c9ff,c751ecaf-b6f8-40f8-9f10-29f81c25f05c,Charged Off,12273,Long Term,6960,7 years,Rent,28053,Debt Consolidation,308.59,9.1,NA,7,0,15650,28249,0,0
9d55c599-000a-4021-a403-668e41663bf3,54b05c38-b722-4547-96b8-45549c7a107b,Charged Off,14305,Long Term,6770,10+ years,Rent,86853,Debt Consolidation,1932.48,29.5,69,11,0,13342,35673,0,0
52d61034-a83b-4a97-9abb-90ea76cbdb43,9ac1ad5e-8d81-40f5-8b41-e4593cb82f86,Charged Off,27483,Long Term,6870,10+ years,Rent,62601,Debt Consolidation,1455.46,26,NA,31,0,21305,67207,0,0
d3f0fbba-1d1b-4010-8901-5206fd5abb94,bb06f654-97b6-4e6b-b09d-d66548ce6aba,Charged Off,1995,Long Term,7380,2 years,Rent,9576,Other,19.95,10.1,NA,5,0,309,6442,0,0
d84b728e-60e3-4a72-8dde-7d7d64c07aec,eadcc732-2762-48f0-85a2-2ef6dc34f11d,Charged Off,7616,Short Term,7280,5 years,Rent,23815,Debt Consolidation,220.29,23.5,NA,8,1,9462,74501,1,0
ea33fcf7-2771-4c10-b8fb-e07e27f63833,eaa4e4e9-ea49-43c9-b49f-8c45fb8e7de6,Charged Off,4886,Short Term,6810,4 years,Rent,42504,Other,207.2,9.1,16,5,0,2307,5081,0,0
cfbc423b-1f47-44b6-af7d-b7c1a1e8491f,c90f0fc7-4421-48d6-bd59-5e8d43b612fc,Charged Off,6117,Short Term,7300,< 1 year,Rent,40780,Debt Consolidation,230.41,12.7,NA,11,0,9888,14166,0,0
1c1a00c8-6506-49b8-8013-ecbf6342e9ef,da1c9f58-5c95-449b-be06-a9b542f3f2ad,Charged Off,8599,Short Term,7080,10+ years,Home Mortgage,122844,Debt Consolidation,517.99,19.5,21,7,1,3215,3308,1,0
85bc3cd5-1360-482e-9084-f22e91154397,0175083f-9542-4cbe-9279-b76d04a53fd6,Charged Off,14736,Short Term,7470,2 years,Rent,70295,Debt Consolidation,808.39,12.5,NA,9,0,11546,19341,0,0
1aa90c60-b289-4137-b749-2ffc6b398a6c,9af7c567-cfe0-4f71-8c45-154ec8e65f33,Charged Off,14996,Short Term,7200,10+ years,Home Mortgage,63142,Debt Consolidation,1499.63,22.5,NA,21,0,18595,30685,0,0
a7e3baae-3dd8-46f4-a34c-c3e3971cdba3,3ecdcd82-6b30-4518-bdf9-92de5833caee,Charged Off,3917,Short Term,7210,1 year,Home Mortgage,44069,Debt Consolidation,572.89,13.6,82,15,0,18993,30535,0,0
e2755d03-6a14-4a51-a185-1fd04a743269,4754fae3-b358-4d3b-a403-fe4a34286c5b,Charged Off,1479,Short Term,6990,8 years,Home Mortgage,48033,other,840.57,13.9,NA,5,0,15154,15293,0,0
5baf9d74-9dce-4961-b288-4cc3e175faa6,6dbd3314-fb09-4a07-b975-847d859c291f,Charged Off,15427,Long Term,6080,< 1 year,Home Mortgage,177030,Debt Consolidation,1342.47,16.7,NA,7,0,8313,9007,0,0
5e6ecf47-d830-4ef7-8a2f-dcd543c0723d,75df1c89-0e0f-4571-ad03-c586d4c455bd,Charged Off,4746,Short Term,7010,n/a,Own Home,16657,Home Improvements,287.33,26.3,49,9,0,7891,16473,0,0
fc09f75d-ed6e-4156-b9e2-57d75c5311ca,d9a3e1c9-a778-4427-a093-1c62a316f6ad,Charged Off,11707,Long Term,7330,5 years,Home Mortgage,81040,Debt Consolidation,1350.67,11.4,NA,10,0,14059,27621,0,0
632652bf-70da-4130-97b9-e9d95f135dc2,fa927c11-0e63-4f93-91cb-d1e3b5ff92bf,Charged Off,20092,Short Term,7200,7 years,Home Mortgage,122360,Home Improvements,1254.19,23.4,NA,10,12,2281,6133,4,7
868ba50d-f515-41d6-a19d-24624398d32c,e5f1ba79-a4f6-48eb-9101-c5d368ef9b0b,Charged Off,22742,Long Term,7360,8 years,Rent,110814,Debt Consolidation,2668.77,16.5,61,22,1,14879,20752,0,1
12381ba7-25b1-43f7-ae7f-9c3e9dd08581,0a50f905-12ea-46bb-96a8-a15389e1acab,Charged Off,18738,Short Term,7300,2 years,Home Mortgage,78161,Debt Consolidation,820.69,27.4,17,8,0,9564,9749,0,0
b5fec171-422d-4744-b8ed-5b59194a4f75,d14341a2-6281-4210-b412-beea81a2dafe,Charged Off,11905,Short Term,7260,2 years,Rent,53573,Debt Consolidation,1258.97,19.2,34,13,0,15310,22648,0,0
61109b9f-6ba5-4310-9ef6-3b1d6bbd8118,b34e3a94-a686-466b-98e2-5d62b07ad068,Charged Off,15493,Long Term,7180,7 years,Own Home,34430,Debt Consolidation,622.6,12.1,8,19,0,13773,25889,0,0
fcb107d4-f09b-4890-ba65-52b0f04362e9,5fce27e0-81bf-4305-8725-4677d3278aa7,Charged Off,8466,Short Term,7300,n/a,Home Mortgage,32379,Debt Consolidation,329.19,16.6,NA,6,0,1119,6016,0,0
1cee1231-d7e5-47d0-b8e2-f68e288796f8,cd44c0ec-d0a0-43fd-86c7-89ef49a6359e,Charged Off,22541,Long Term,7200,10+ years,Rent,84779,Debt Consolidation,1052.68,33.3,54,6,0,10290,23765,0,0
45917a3d-b17c-436b-a64c-f6c2e32929e6,ef97708d-2a77-4d05-a496-0782e5bcb23d,Charged Off,29493,Long Term,6790,2 years,Home Mortgage,122888,Debt Consolidation,1925.23,20.2,15,16,0,25140,30289,0,0
8b8d6a67-081e-4bbb-9754-5caf11ee39df,c95078d3-5bd9-40d0-8945-af26117b2cd9,Charged Off,9820,Short Term,7260,2 years,Own Home,40080,Debt Consolidation,587.84,5.5,12,10,0,3903,13321,0,0
cf253a51-88a0-46bd-8d82-5348d151dab5,fc950ca6-8f85-425c-a800-85a71a4e0870,Charged Off,7650,Long Term,7020,2 years,Rent,36238,other,619.06,17,30,9,0,6739,12411,0,0
4b6432c8-d7d9-44ef-a814-2e106b26c261,677e328a-bc02-4d0f-8fbc-3cdfd82ab685,Charged Off,5026,Short Term,6400,8 years,Own Home,55286,Debt Consolidation,1621.72,14.5,NA,7,0,27557,27149,0,0
c6bf1dfd-cd49-40f1-bdbc-d2fbe4aa29d2,f2f1a63e-d5bd-4900-97a0-b284c3e81870,Charged Off,15095,Long Term,6960,3 years,Rent,47855,Debt Consolidation,177.06,9.8,NA,11,0,8156,20138,0,0
5cd33a17-fe01-47b0-b93b-425277681876,c9d25b2c-f456-4bb2-a1dc-447bba4265c7,Charged Off,14630,Short Term,7020,5 years,Rent,58518,Debt Consolidation,1145.98,18.1,NA,11,0,32816,33658,0,0
3f27e129-9644-4ebd-9ad0-49d5c5473e3c,ae8b7f63-6b17-4a67-b76a-9f8466f73576,Charged Off,19930,Short Term,7090,5 years,Rent,52815,Debt Consolidation,512.3,13.8,NA,6,0,16709,17138,0,0
7a4dbb0e-1ed3-4340-8de1-627ac3313a96,6e413559-cee4-4dbf-bf99-4f2cb6462700,Charged Off,7416,Short Term,7120,10+ years,Rent,64272,Debt Consolidation,540.95,9.5,NA,19,6,3984,8605,0,6
a6a798cc-7c6b-4dfe-95af-9cb4c266b75f,7852895b-e41d-4194-b81c-a609f07dccbd,Charged Off,12807,Short Term,6940,10+ years,Home Mortgage,42689,Debt Consolidation,419.77,12,22,9,0,13824,22887,0,0
70b4d2c2-fa97-44d3-8e48-8c75b86f2f31,b066b55f-9543-4dd7-b748-b47d46fd11a1,Charged Off,31581,Long Term,6820,8 years,Home Mortgage,118428,Home Improvements,1312.58,13.5,65,9,2,10807,20124,0,0
2e76b4f6-e808-4b94-adba-965a680b73b6,5aa8d6af-99aa-42d4-89fa-325464d11e57,Charged Off,26969,Long Term,5930,10+ years,Rent,79320,other,268.37,13.5,33,4,0,11041,22719,0,0
99162e12-0415-4862-a385-db895b904be6,59fba603-883a-4580-a9ea-3384a7dade25,Charged Off,14186,Long Term,7240,10+ years,Home Mortgage,52438,Debt Consolidation,1284.74,10.1,NA,20,0,30353,43239,0,0
658a52ca-8162-4982-9281-8d01bd9a8efd,775525fa-b30d-4d33-9b29-00884943f35d,Charged Off,1733,Short Term,7290,3 years,Home Mortgage,38020,Other,517.7,20.2,25,4,0,430,990,0,0
4d492aed-10aa-4fe8-966b-bb33f35fc2a8,f88153d4-3e52-4b96-befb-e30b2bbcdbad,Charged Off,7115,Short Term,7380,1 year,Rent,34964,Debt Consolidation,280.59,13,10,12,0,4331,10563,0,0
4e9b2be6-4fd3-4dd8-9e0a-87f829d02205,64f93522-db32-4b13-a463-e39af753daeb,Charged Off,2960,Short Term,6920,10+ years,Rent,123313,Medical Bills,1058.44,13.8,NA,14,0,13844,18657,0,0
e89848dd-eed2-4f24-85ab-8ca1dcad5d7c,b89d161e-e34b-4328-941b-a026ba326a30,Charged Off,13975,Short Term,7410,5 years,Rent,179676,Debt Consolidation,1082.55,22.9,NA,15,0,43234,69958,0,0
cf4879b9-5ab7-4402-9829-94a6653ef677,0b93fbf6-25d3-4f1f-b3c8-ae1c6dfe3d08,Charged Off,18077,Long Term,6610,3 years,Rent,61764,Debt Consolidation,1518.38,7.6,NA,10,0,25133,30952,0,0
e3e25be2-ab13-49b2-89c8-9a1be2c78361,a57aa811-f2f8-4e7f-9998-250704f1df05,Charged Off,6714,Short Term,6860,8 years,Rent,86139,Debt Consolidation,1256.19,15.2,NA,24,0,10560,15303,0,0
df47e5e0-3f0b-4c88-b14a-ec79667c197b,24fc115e-e76a-4b7f-9596-e3a31aa0d217,Charged Off,3643,Short Term,7030,2 years,Own Home,10759,other,222.35,43,NA,3,0,6894,6943,0,0
83a0537c-5fcd-425a-8915-3b274c0c282c,1f095ffb-0ccb-4d4e-89ba-50a971007bf3,Charged Off,4544,Short Term,7010,2 years,Rent,49120,Debt Consolidation,162.1,13.2,NA,6,1,6104,10506,1,0
2a3b88c0-4f22-4986-80a1-99bb967a6fc1,c4640be9-1928-4407-a0dd-d6b3348e6740,Charged Off,32550,Long Term,7220,< 1 year,Home Mortgage,305160,Debt Consolidation,526.4,18.5,47,7,2,23078,28282,0,2
985485c0-f6ab-4674-81fd-3ea15ed090af,6fef87da-3d04-4af4-8029-23881f5311ce,Charged Off,8198,Short Term,7270,5 years,Rent,19696,Debt Consolidation,244.56,16.9,48,4,0,8885,11318,0,0
4e1783cc-3932-4467-a16c-abd1682aaacf,6198eb0b-eb8e-487c-90ed-79b3d150c053,Charged Off,11863,Long Term,6890,8 years,Rent,39544,Debt Consolidation,547.02,12,NA,7,0,6574,10177,0,0
40997c6f-1b3d-445a-ae0c-300d57e9e014,0c32103b-f568-4cfb-9c46-84e1063ee30b,Charged Off,5438,Short Term,7170,n/a,Rent,19656,Medical Bills,212.95,31.9,NA,5,1,10726,12754,1,0
29fabe65-b0c2-455b-8133-e4757879d4f4,35238016-1f76-4134-b787-3ee41faddd35,Charged Off,19894,Long Term,6130,< 1 year,Home Mortgage,55289,Debt Consolidation,1810.71,8.3,NA,14,0,12365,14703,0,0
6f423f30-5cdc-489d-9be5-07b5cc9c1e4b,334445c6-7bcf-43e5-ae25-5d7d688a720a,Charged Off,4881,Short Term,7320,3 years,Own Home,35592,Debt Consolidation,438.97,19.5,82,8,0,13387,14333,0,0
d95af567-c43f-4cf3-b839-c37d8c1645d9,9d415da0-e083-471e-a5cb-ba911c1a1725,Charged Off,10599,Short Term,7250,< 1 year,Rent,42496,Debt Consolidation,527.65,17.7,30,10,0,6446,10726,0,0
20eccd9f-c2c8-442c-ad80-c40bd213c222,a87099cf-9575-44dc-81a8-03fd661fdc8f,Charged Off,23297,Long Term,6580,6 years,Home Mortgage,79904,Debt Consolidation,838.99,18.6,37,9,0,3813,6292,0,0
857542d0-4f70-435e-9002-aedec0c8ae76,ac29ccb1-87a4-4c05-a4e6-26ffb8c60287,Charged Off,12042,Short Term,6850,9 years,Rent,45158,Debt Consolidation,812.84,11.4,NA,8,0,17149,17771,0,0
c387963e-7493-4274-8129-e061854e6216,2b715b20-2c2c-44ef-8c57-a07fb3c00588,Charged Off,9215,Short Term,7460,< 1 year,Home Mortgage,45722,Home Improvements,0,27.1,NA,5,0,1448,36212,0,0
0974b230-a547-4bea-8ba0-597fd7d1f045,6e1ed1b1-9e5e-40ee-b618-511217519458,Charged Off,26527,Long Term,7060,8 years,Rent,60288,Debt Consolidation,964.61,10.9,NA,13,0,5285,31090,0,0
4c99aaf5-6429-4294-a062-0bd3f1ddbe18,b75d762e-78df-472b-9485-3a094edae4fb,Charged Off,4274,Short Term,7180,4 years,Rent,40700,Debt Consolidation,593.54,10.3,0,11,0,1893,9656,0,0
de86a092-f4f0-471e-88b5-e4adc75961b1,415df021-1137-4e30-84a0-a4323e385059,Charged Off,11981,Long Term,7070,10+ years,Rent,47923,Business Loan,744.01,27.7,NA,9,0,11358,19684,0,0
0ce321f5-360a-4f10-a6b9-9fcc4594c7d8,3eda4eaf-19e5-4389-b46a-f41e9b2e33a5,Charged Off,29508,Long Term,5920,9 years,Rent,102294,Debt Consolidation,1568.52,22.3,44,14,2,14119,21821,0,2
4a68489a-e25a-47df-b283-572420e27ef0,bf63db40-385b-4b42-91c9-7a34d34e310b,Charged Off,7887,Short Term,7470,10+ years,Home Mortgage,100562,Buy a Car,1307.3,19.4,39,13,0,11047,15964,0,0
08c0a63a-14ef-4d3c-97ef-8a7be0239496,da4a1a82-e2ae-4221-a107-674df2dfd0a4,Charged Off,9159,Short Term,7480,n/a,Home Mortgage,29706,Debt Consolidation,349.05,21.5,NA,9,0,10458,19997,0,0
df4098e7-a567-4423-9401-ade9810791cb,75ad343c-74dc-4e08-818e-b0cfd2ab3874,Charged Off,19926,Short Term,7400,2 years,Rent,77711,Debt Consolidation,1165.67,16.1,NA,13,0,32870,44904,0,0
3eb2905c-34ff-47dc-9abb-de3722f38fa9,232310d8-2339-46e0-8d22-2b34eb6e49bf,Charged Off,12144,Long Term,7270,2 years,Rent,78936,Debt Consolidation,490.72,11,NA,11,0,11087,17137,0,0
cd025713-df70-4a83-a8b2-912f987a51af,7de55836-3387-49ee-b766-e806eeed671e,Charged Off,27330,Long Term,7230,10+ years,Home Mortgage,79288,Home Improvements,1182.71,14.5,NA,12,0,6251,22325,0,0
82391d10-267a-48a0-a9d5-c7c3126501b9,85111d07-7419-4315-8959-9a5941d9a5d6,Charged Off,6907,Short Term,7210,n/a,Rent,20721,Debt Consolidation,467.94,30,47,11,1,3745,7984,1,0
74e36ba6-6afb-47f6-9b2a-e7b63786eaae,0591c18a-f41c-4f54-ae73-a167d5a5d2b6,Charged Off,12106,Short Term,7400,5 years,Rent,72634,Debt Consolidation,1099.79,26.1,NA,12,0,16725,39821,0,0
9739873c-7ad4-48a2-9c41-4cf5ce07ff6b,4d75312c-26ed-4ed0-a3c5-c356e303e61b,Charged Off,15819,Long Term,6250,10+ years,Rent,43503,Debt Consolidation,1051.31,20.6,12,11,0,16003,18001,0,0
c0ba7a6f-dfce-4ec3-94ae-89b6d4fa4aa5,72a2c390-2086-41d2-8fec-607df783ecbb,Charged Off,31914,Long Term,6410,10+ years,Rent,93258,Debt Consolidation,2385.84,21.2,10,11,0,20212,26421,0,0
2a7dc586-c8ea-4b5d-abdd-c51d47d34c0e,2c949c08-141b-49e5-a44e-61ebf7d45333,Charged Off,12269,Short Term,7420,8 years,Home Mortgage,35784,Debt Consolidation,760.41,8.8,60,10,0,10060,15843,0,0
c98f8ce0-f1ba-494e-bcb6-51f358d9f96c,645b69cd-95e6-4b43-b6c8-ff30a75b9d18,Charged Off,9843,Short Term,7370,n/a,Own Home,28958,Debt Consolidation,521.24,32.8,NA,4,0,18429,19689,0,0
9c2a87cc-5255-421a-87ab-eac29c26e738,08d36858-d1b6-4ced-851c-c1aae1aeeeb0,Charged Off,18812,Long Term,6550,< 1 year,Rent,55458,Debt Consolidation,868.84,12.4,NA,14,0,19518,19957,0,0
981cef9d-e5a1-4aa8-89b7-d0b0ff108b8d,04ea1831-e8d1-48c6-97fa-d037c95ecb66,Charged Off,4735,Short Term,7100,3 years,Home Mortgage,40321,Buy a Car,648.49,9.5,NA,7,0,5128,6019,0,0
60f287a9-0322-4e86-b4d5-1e7c03a322ba,ed3af46a-d835-4c13-a53c-8c404f058a4b,Charged Off,34629,Long Term,7160,2 years,Home Mortgage,122290,Debt Consolidation,1263.66,14.1,NA,14,0,21596,24129,0,0
b15d64b8-1036-4e39-a03a-cb43d841486f,758dd863-a7c1-448e-bda6-10301be351c9,Charged Off,29928,Long Term,7280,5 years,Home Mortgage,157177,Debt Consolidation,915.56,16.2,NA,17,0,35672,71775,0,0
bc502e8f-2ddd-4114-803e-02bde89ceced,04577bff-aaed-42fc-97f6-b251d667315c,Charged Off,10185,Short Term,7010,6 years,Home Mortgage,41759,Home Improvements,591.58,13.3,16,19,0,20426,33485,0,0
d5df9aaf-921e-4cc0-963f-44c9841f9fd4,040cd6c3-739c-4445-8976-a81a5517be8b,Charged Off,24071,Long Term,6110,6 years,Rent,70798,other,341.01,10.5,14,13,0,16260,33184,0,0
2d056311-227a-46dd-ae98-36efeec9fa93,a493d2e3-114c-4f87-a67e-5016a463dea1,Charged Off,27991,Short Term,6960,10+ years,Home Mortgage,66787,Debt Consolidation,801.44,7.7,21,16,0,19244,41743,0,0
42ee2f17-7f7c-45e7-be7e-afd55ed8cfee,9cd223ee-b01e-4591-b9dd-23f2fba72f2b,Charged Off,10833,Short Term,6890,10+ years,Rent,46098,Debt Consolidation,576.23,19.8,66,15,1,7118,25603,1,0
381557ed-bdc1-43b7-9c22-1c477d0fc4c7,bac3365f-1ea3-4da4-ae5d-629309bb23b8,Charged Off,13715,Short Term,7150,10+ years,Own Home,48854,Debt Consolidation,1217.29,17.2,44,12,1,2352,6608,1,0
5a93dd24-903a-4e45-89db-d956e01b96ce,fd2d7773-7a15-4c89-a4c8-ab87447585bc,Charged Off,9271,Short Term,7000,10+ years,Home Mortgage,75788,Debt Consolidation,1345.23,22.2,7,10,0,1942,3349,0,0
013d6539-3c11-439a-ad59-c3009beda33f,607b9604-0633-4fc4-ac85-3f345f8fc395,Charged Off,15315,Short Term,7420,1 year,Rent,46966,Debt Consolidation,536.2,9,40,8,0,9734,14998,0,0
7aa6b42f-c3fe-489c-baa7-82ed943ff7c5,32113c6b-7b7a-4b3a-a21e-b3b686eef4de,Charged Off,9855,Short Term,6630,< 1 year,Rent,166397,Other,232.95,7.7,NA,5,0,0,0,0,0
605f3c8e-765b-41b8-a31c-94397a36d5cd,440b7149-1554-498b-acc0-d841c6a6eeb9,Charged Off,6918,Short Term,7390,4 years,Home Mortgage,119168,Debt Consolidation,1241.34,25.5,65,12,0,25776,38357,0,0
